1368126692813,1
1368126692816,2
1368126692818,1
1368126692821,1
1368126692824,2
1368126692826,1
1368126692829,2
1368126692831,1
1368126692833,1
1368126692836,2
1368126692838,1
1368126692840,1
1368126692844,2
1368126692846,1
1368126692848,1
1368126692851,2
1368126692854,1
1368126692857,1
1368126692859,1
1368126692862,2
1368126692864,1
1368126692866,1
1368126692869,2
1368126692872,2
1368126692874,2
1368126692876,1
1368126692879,1
1368126692882,2
1368126692884,1
1368126692887,2
1368126692889,1
1368126692892,2
1368126692894,1
1368126692896,1
1368126692899,2
1368126692901,2
1368126692904,1
1368126692907,2
1368126692909,2
1368126692912,2
1368126692914,1
1368126692917,1
1368126692920,2
1368126692923,1
1368126692925,1
1368126692928,2
1368126692930,2
1368126692932,1
1368126692935,2
1368126692938,2
1368126692940,2
1368126692942,1
1368126692944,1
1368126692947,2
1368126692949,1
1368126692952,1
1368126692955,1
1368126692957,1
1368126692959,2
1368126692961,2
1368126692963,1
1368126692965,1
1368126692968,2
1368126692971,2
1368126692974,2
1368126692976,2
1368126692978,2
1368126692980,2
1368126692983,3
1368126692986,1
1368126692988,1
1368126692990,1
1368126692992,2
1368126692994,2
1368126692997,2
1368126692999,1
1368126693001,1
1368126693004,1
1368126693007,2
1368126693010,2
1368126693011,1
1368126693014,2
1368126693016,1
1368126693019,2
1368126693021,1
1368126693024,2
1368126693026,1
1368126693029,1
1368126693032,2
1368126693034,2
1368126693036,1
1368126693039,1
1368126693041,1
1368126693043,1
1368126693045,1
1368126693047,1
1368126693050,2
1368126693052,1
1368126693055,1
1368126693058,2
1368126693060,2
1368126693062,2
1368126693064,1
1368126693067,1
1368126693069,1
1368126693072,1
1368126693075,1
1368126693078,2
1368126693080,1
1368126693082,1
1368126693085,2
1368126693087,2
1368126693090,2
1368126693092,1
1368126693094,1
1368126693097,2
1368126693099,2
1368126693101,1
1368126693104,2
1368126693107,1
1368126693110,2
1368126693112,1
1368126693115,2
1368126693117,1
1368126693121,3
1368126693123,1
1368126693126,2
1368126693128,2
1368126693130,2
1368126693132,2
1368126693134,2
1368126693136,1
1368126693138,1
1368126693140,1
1368126693143,2
1368126693146,2
1368126693148,1
1368126693150,1
1368126693153,2
1368126693156,1
1368126693159,2
1368126693161,1
1368126693163,1
1368126693166,2
1368126693169,2
1368126693172,2
1368126693174,2
1368126693177,2
1368126693180,1
1368126693182,1
1368126693185,2
1368126693188,3
1368126693190,1
1368126693192,1
1368126693195,2
1368126693197,1
1368126693199,1
1368126693202,2
1368126693205,2
1368126693207,2
1368126693209,2
1368126693211,1
1368126693214,1
1368126693217,2
1368126693219,1
1368126693222,1
1368126693224,1
1368126693227,1
1368126693229,2
1368126693231,1
1368126693234,1
1368126693237,2
1368126693239,2
1368126693242,2
1368126693244,1
1368126693247,1
1368126693249,2
1368126693251,1
1368126693254,2
1368126693256,2
1368126693258,1
1368126693261,2
1368126693263,2
1368126693265,1
1368126693267,1
1368126693271,2
1368126693273,2
1368126693275,2
1368126693278,2
1368126693280,2
1368126693282,1
1368126693284,1
1368126693286,1
1368126693288,1
1368126693291,1
1368126693293,1
1368126693295,1
1368126693298,1
1368126693301,2
1368126693302,1
1368126693305,2
1368126693307,1
1368126693310,2
1368126693312,2
1368126693314,1
1368126693317,2
1368126693319,2
1368126693321,1
1368126693323,1
1368126693325,1
1368126693327,1
1368126693330,2
1368126693331,1
1368126693334,1
1368126693337,1
1368126693340,2
1368126693343,2
1368126693345,2
1368126693348,2
1368126693350,1
1368126693354,2
1368126693356,1
1368126693358,1
1368126693361,2
1368126693362,1
1368126693364,1
1368126693366,1
1368126693368,2
1368126693369,1
1368126693371,1
1368126693373,1
1368126693375,1
1368126693376,1
1368126693378,1
1368126693380,2
1368126693381,1
1368126693383,1
1368126693384,1
1368126693386,1
1368126693388,1
1368126693390,2
1368126693391,1
1368126693393,1
1368126693394,1
1368126693396,1
1368126693398,1
1368126693400,1
1368126693401,1
1368126693404,2
1368126693405,1
1368126693407,1
1368126693409,1
1368126693410,1
1368126693412,1
1368126693414,1
1368126693416,1
1368126693418,1
1368126693420,2
1368126693422,2
1368126693423,1
1368126693425,1
1368126693427,1
1368126693429,1
1368126693430,1
1368126693432,1
1368126693434,1
1368126693435,1
1368126693437,1
1368126693439,1
1368126693440,1
1368126693442,1
1368126693444,1
1368126693445,1
1368126693447,1
1368126693449,1
1368126693451,1
1368126693453,2
1368126693455,1
1368126693457,1
1368126693458,1
1368126693460,1
1368126693462,2
1368126693463,1
1368126693465,1
1368126693466,1
1368126693468,1
1368126693470,1
1368126693472,1
1368126693474,2
1368126693475,1
1368126693477,1
1368126693478,1
1368126693480,1
1368126693482,1
1368126693483,1
1368126693485,1
1368126693487,1
1368126693489,1
1368126693490,1
1368126693492,1
1368126693494,2
1368126693495,1
1368126693497,1
1368126693498,1
1368126693500,1
1368126693502,1
1368126693504,1
1368126693506,1
1368126693507,1
1368126693509,1
1368126693511,1
1368126693512,1
1368126693514,1
1368126693516,1
1368126693519,3
1368126693521,1
1368126693523,1
1368126693525,1
1368126693527,2
1368126693528,1
1368126693530,1
1368126693532,1
1368126693534,2
1368126693535,1
1368126693537,1
1368126693539,1
1368126693541,2
1368126693542,1
1368126693544,1
1368126693545,1
1368126693547,1
1368126693549,1
1368126693551,1
1368126693553,2
1368126693555,1
1368126693556,1
1368126693558,1
1368126693560,1
1368126693561,1
1368126693563,1
1368126693565,1
1368126693566,1
1368126693568,1
1368126693570,1
1368126693572,1
1368126693574,2
1368126693575,1
1368126693577,1
1368126693578,1
1368126693580,1
1368126693582,1
1368126693583,1
1368126693585,1
1368126693587,1
1368126693589,1
1368126693591,2
1368126693592,1
1368126693594,1
1368126693596,2
1368126693597,1
1368126693599,1
1368126693600,1
1368126693603,2
1368126693605,2
1368126693607,2
1368126693608,1
1368126693610,1
1368126693611,1
1368126693613,1
1368126693615,1
1368126693616,1
1368126693618,1
1368126693620,1
1368126693622,2
1368126693623,1
1368126693625,1
1368126693627,2
1368126693628,1
1368126693630,1
1368126693632,1
1368126693633,1
1368126693635,1
1368126693637,1
1368126693639,2
1368126693640,1
1368126693642,1
1368126693643,1
1368126693645,1
1368126693647,1
1368126693648,1
1368126693650,1
1368126693652,1
1368126693654,1
1368126693656,1
1368126693658,2
1368126693659,1
1368126693661,1
1368126693662,1
1368126693664,1
1368126693666,1
1368126693668,2
1368126693670,1
1368126693672,2
1368126693674,1
1368126693675,1
1368126693677,1
1368126693679,1
1368126693680,1
1368126693682,1
1368126693684,2
1368126693685,1
1368126693687,1
1368126693689,1
1368126693691,1
1368126693692,1
1368126693694,1
1368126693696,2
1368126693697,1
1368126693699,1
1368126693700,1
1368126693703,2
1368126693705,2
1368126693706,1
1368126693708,1
1368126693710,1
1368126693711,1
1368126693713,1
1368126693715,1
1368126693716,1
1368126693718,1
1368126693720,1
1368126693722,2
1368126693723,1
1368126693725,1
1368126693727,1
1368126693728,1
1368126693730,1
1368126693732,1
1368126693733,1
1368126693735,1
1368126693737,1
1368126693739,2
